q301,q302,q303_1,q303_10,q303_11,q303_2,q303_3,q303_4,q303_5,q303_6,q303_7,q303_8,q303_9,q308a,q308b,q308c,q308d,q308e,q309a,q309b,q316,q317,q318a,q320a,q320c,q320d,q321a,q321b,q321c,q321d,q321e,q321f,q322a,q322b,q322c,q322c_new,q322d_new,q322f,q324a,q324b,q324c,q324d,q325a,q325b,q325c,q325d,q325e_new,q325f_new,q326,q327a,q327c,q327d,q327e,q328b,q328d,q328e,q328f,q331a,q331b,q331c,q332a,q332b,q332c,q332e,q334A,q334B,q334C,q334D,q334E,q334F,q335,q401,q414A,q414B,q414C,q414D,q414E,q415a,q415b,q415c,q415d,q416,q417_a,q417_b,q417_c,q417_d,q417_e,q417a_1,q417a_2,q417a_3,q417a_4,q417a_5,q417a_6,q417a_7,q417a_8,q418a,q422a,q422b,q422c,q422d,q422e,q422f,q422g,q422h,q426_1,q426_2,q426_3,q426_4,q426_5,q427_a,q427_b,q427_c,q427_d,qapp_dtrmp,children,edloan,educ,employ,gender,hadjob,hispanic,ideo5,immstat,income,industryclass,investor,marstat,metro,newsint,ownhome,pew_bornagain,pew_churatd,pew_prayer,pew_religimp,pid3,pid7,race,religion,sexuality,trans,union,urbancity,votereg,age,health_ins,military,abbr,state,dem_agree,gop_agree,econ,social,inc3,st_type,fname,lname,loc,cutout
2,3,2,1,2,2,2,2,2,2,2,2,2,4,3,4,2,2,1,1,1,2,1,1,1,2,1,2,2,2,2,2,1,1,1,2,1,1,2,2,1,2,2,2,2,1,2,2,2,1,2,1,2,1,1,1,2,1,1,2,1,1,2,2,4,8,8,8,8,8,1,5,1,1,1,2,2,1,2,1,1,2,2,1,1,2,1,2,2,2,2,2,2,2,1,2,1,5,5,1,5,1,1,5,1,1,1,2,1,2,1,4,3,4,0,2,2,6,1,2,2,3,5,3,,2,5,TOLEDO,1,2,2,5,3,4,1,2,1,12,3,2,3,4,1,50,medicare,veteran,OH,Ohio,0.734375,0.3125,-0.5714285714285714,-0.35714285714285715,$,purple,Joseph,Pruitt,"Toledo, Ohio",H
5,3,2,2,2,2,2,2,2,2,2,2,2,4,4,4,2,2,1,1,1,2,5,1,1,2,2,2,1,2,2,2,,1,2,2,1,2,2,2,1,2,2,1,1,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,4,2,7,1,7,6,1,5,1,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,5,3,2,4,1,1,4,3,2,2,2,3,3,3,3,3,4,2,2,3,6,2,2,2,3,5,2,,2,3,SEATTLE-TACOMA,2,2,1,5,1,3,1,2,1,1,1,2,3,2,1,61,medicare,family_veteran,WA,Washington,0.7936507936507936,0.20634920634920634,-0.4857142857142857,-0.42857142857142855,$,blue,Lisa,Barron,a suburb of Seattle,b
3,3,2,2,2,2,2,2,2,2,2,2,2,4,4,2,1,2,1,1,1,3,0,1,1,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,5,6,4,3,7,5,1,5,1,1,2,2,2,1,1,1,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,4,4,3,2,1,2,4,3,3,3,4,2,2,2,2,2,4,4,1,5,1,2,,2,3,3,12,14,1,1,,1,1,2,5,1,1,4,4,1,2,1,2,2,3,1,54,employer,family_serving,MA,Massachusetts,0.8125,0.1875,-0.4857142857142857,-0.8214285714285714,$$$,blue,Jane,Ballard,a town in Massachusetts,s
2,3,2,2,2,1,2,2,2,2,2,2,2,4,4,4,1,4,1,1,1,2,0,1,1,2,1,2,1,1,1,2,2,1,2,2,2,1,2,2,2,2,2,1,2,1,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,4,4,8,3,8,7,1,5,1,1,1,2,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,1,4,3,3,4,1,3,4,3,1,1,3,1,3,2,1,1,4,3,2,5,4,2,1,2,3,5,8,19,1,3,GREENSBORO-H.POINT-W.SALEM,1,1,2,6,1,2,3,3,1,11,1,2,3,2,1,60,no,family_veteran,NC,North Carolina,0.71875,0.265625,-0.6,-0.39285714285714285,$$,purple,Kimberly,Becker,a suburb of Greensboro,q
2,3,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,1,1,1,2,1,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,3,7,7,2,6,6,3,5,1,1,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,5,5,1,5,1,1,5,2,1,1,3,1,2,2,3,4,4,1,2,3,5,1,2,2,2,4,7,22,1,1,SAN ANTONIO,1,1,2,6,6,4,1,1,1,1,1,2,1,4,1,71,medicare,veteran,TX,Texas,0.90625,0.140625,-0.5428571428571428,-0.8571428571428571,$$,red,Michael,Burch,"San Antonio, Texas",R
5,5,2,1,2,2,2,2,2,2,2,2,2,4,4,4,4,4,2,2,1,2,5,1,1,2,1,1,2,2,2,2,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,1,1,2,1,1,1,1,2,1,1,1,2,7,1,7,7,1,5,1,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,2,2,2,2,1,5,1,2,5,1,1,5,1,1,1,2,1,5,5,5,5,4,3,1,6,4,2,1,2,1,5,2,18,2,1,BAKERSFIELD,1,2,1,4,5,1,1,1,2,2,1,2,3,1,1,43,medicaid,family_veteran,CA,California,0.65625,0.4375,-0.11428571428571428,-0.2857142857142857,$,blue,Angela,Finley,"Bakersfield, California",l
2,3,2,2,2,2,1,2,2,2,1,2,2,4,3,3,2,2,1,4,1,2,1,1,2,2,2,1,1,1,1,2,2,1,1,2,2,1,2,2,1,2,2,1,2,1,2,2,1,1,2,2,1,1,1,1,2,2,1,2,2,2,2,2,6,6,4,1,7,8,1,5,1,1,2,2,1,1,2,1,1,1,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,4,2,3,4,1,2,3,4,3,2,3,2,2,3,3,1,4,0,2,5,1,1,,2,4,1,7,22,2,5,SALT LAKE CITY,2,1,2,2,1,1,3,8,8,6,1,2,3,2,1,20,employer,no,UT,Utah,0.609375,0.375,-0.5142857142857142,0,$$,red,Roger,Bailey,a suburb of Salt Lake City,O
1,2,2,2,1,2,2,2,2,2,2,2,2,1,3,3,2,2,1,1,1,1,2,2,2,1,2,1,1,1,1,2,1,2,1,2,2,1,1,2,2,2,1,1,2,1,1,2,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,6,5,6,1,6,5,2,5,1,2,1,1,1,2,1,2,2,1,1,1,1,1,1,2,1,2,2,1,2,2,2,2,2,1,2,5,1,5,5,1,4,3,3,1,1,3,3,4,3,1,5,1,5,1,1,,2,5,5,7,10,1,1,INDIANAPOLIS,2,1,1,1,1,1,2,7,1,1,4,2,3,2,1,57,employer,no,IN,Indiana,0.25,0.6875,0.14285714285714285,0.8571428571428571,$$,red,Robert,Hancock,a suburb of Indianapolis,S
1,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,1,2,4,4,2,,0,1,2,2,1,2,1,2,1,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,1,2,1,1,1,2,1,2,2,1,2,1,1,2,2,4,4,4,4,4,4,2,,1,1,1,2,2,1,2,1,2,2,1,1,1,2,1,2,2,2,2,2,2,1,2,2,5,5,2,5,3,5,5,1,3,2,1,1,3,2,1,3,3,1,4,2,2,1,1,,2,3,4,3,14,2,1,EL PASO (LAS CRUCES),3,2,2,6,6,4,1,2,1,11,1,2,3,1,2,29,employer,serving,TX,Texas,0.53125,0.453125,-0.14285714285714285,0,$,red,Zachary,Finley,"El Paso, Texas",Y
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,1,1,1,2,2,1,1,1,2,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,2,1,6,6,6,2,6,5,3,5,1,1,2,1,1,1,2,2,2,1,2,1,1,1,2,2,2,2,2,2,1,2,2,2,3,4,3,3,3,2,3,3,5,2,1,3,1,3,2,5,3,5,0,1,3,1,1,,2,4,5,8,22,2,5,LANSING,3,2,1,2,1,1,3,5,2,1,1,2,1,2,1,48,employer,no,MI,Michigan,0.40625,0.609375,-0.05714285714285714,0.25,$$,blue,John,Savage,a suburb of Lansing,E
1,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1,0,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,8,7,1,6,6,2,5,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,4,4,3,2,2,4,4,3,1,1,1,3,3,2,4,3,1,2,2,2,6,1,2,2,4,5,4,,2,1,NASHVILLE,3,2,1,5,3,1,2,6,1,11,1,2,2,2,1,63,medicare,no,TN,Tennessee,0.359375,0.609375,-0.02857142857142857,0.42857142857142855,$,red,Mark,Knight,a suburb of Nashville,L
2,2,2,2,1,2,2,2,2,2,2,2,2,2,5,2,5,2,1,1,1,1,2,2,2,1,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,2,2,1,1,1,1,2,2,1,2,2,2,1,1,1,1,6,3,4,1,3,4,2,5,2,2,2,2,1,2,1,2,2,1,1,1,2,1,1,2,2,2,2,2,2,1,2,2,3,2,4,5,2,3,3,3,4,4,3,3,2,4,4,4,3,2,0,2,6,1,1,,2,4,5,13,9,1,1,CHARLOTTE,3,1,2,2,6,2,3,4,1,2,1,2,3,3,1,48,employer,no,NC,North Carolina,0.25,0.703125,0.6857142857142857,0.39285714285714285,$$$,purple,Bryan,Short,"Charlotte, North Carolina",X
4,3,2,2,2,2,2,2,2,2,2,2,2,4,3,5,2,2,4,4,2,,0,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,1,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,4,7,1,7,8,1,,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,5,3,5,4,3,3,2,3,1,1,3,3,3,3,3,4,3,4,0,2,2,4,1,2,2,1,4,4,,2,5,,2,2,2,6,7,4,1,1,1,9,1,2,3,1,2,24,medicaid,no,MA,Massachusetts,0.703125,0.28125,-0.2,-0.8214285714285714,$,blue,Charles,Sloan,a city in Massachusetts,X
1,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,1,1,1,2,2,2,2,1,2,1,1,1,2,1,2,1,2,2,1,1,2,2,2,1,1,1,1,2,2,1,2,2,2,2,1,2,1,1,1,1,2,1,1,1,1,5,6,6,1,5,4,2,5,2,1,2,1,1,2,1,1,1,2,1,1,1,1,1,2,1,2,2,1,2,2,2,2,5,4,2,5,1,5,4,3,5,3,2,1,2,3,3,3,3,2,2,2,4,5,1,2,1,4,4,7,16,1,1,ALBUQUERQUE-SANTA FE,1,1,2,5,1,2,2,6,1,2,4,2,3,1,1,68,medicare,veteran,NM,New Mexico,0.3125,0.640625,0.14285714285714285,0.32142857142857145,$$,purple,Noah,Burns,"Albuquerque, New Mexico",Y
3,2,2,2,1,2,2,2,2,2,2,2,2,3,3,3,2,2,1,1,1,1,2,1,2,1,2,2,1,1,1,1,2,1,2,2,2,1,2,2,2,1,1,1,1,1,1,1,2,1,2,1,1,2,1,2,1,1,1,2,1,1,2,2,6,4,4,1,5,3,3,5,1,2,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,4,3,3,4,2,3,4,3,3,2,2,4,1,1,2,4,3,0,2,5,1,2,,2,5,4,5,18,1,5,BALTIMORE,2,2,2,2,1,1,2,7,6,2,1,2,3,2,1,29,employer,no,MD,Maryland,0.453125,0.484375,0.11428571428571428,-0.21428571428571427,$$,blue,Andrea,Wang,a suburb of Baltimore,n
4,2,2,1,1,2,2,2,1,2,2,2,2,4,4,4,4,4,1,1,1,2,,1,1,2,1,1,2,1,2,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,4,6,6,2,6,7,1,5,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,1,5,5,2,1,1,1,5,1,1,1,4,2,2,3,4,4,4,0,1,6,1,1,,2,3,5,3,12,2,1,"\""COLUMBIA",1,2,2,3,3,1,1,1,2,11,1,2,3,2,1,55,no,no,SC,South Carolina,0.515625,0.484375,0.11428571428571428,0.07142857142857142,$,red,William,Avery,a suburb of Columbia,L
3,5,1,2,2,2,2,1,2,2,2,2,2,4,3,3,2,5,4,1,1,2,0,1,1,2,1,2,2,2,1,2,2,1,2,1,1,1,2,1,2,2,2,1,1,2,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,2,1,2,7,1,1,1,1,8,1,,1,1,2,1,2,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,4,3,3,3,3,3,3,3,2,2,3,2,3,3,2,3,4,2,2,2,5,2,2,2,5,5,9,16,1,1,TAMPA-ST. PETE (SARASOTA),2,1,2,6,2,1,1,2,1,1,1,2,3,2,2,65,medicare,family_veteran,FL,Florida,0.484375,0.46875,-0.05714285714285714,-0.2857142857142857,$$,purple,Marie,Hampton,a suburb of Tampa,p
1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,4,2,1,1,1,1,2,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,6,3,5,1,4,4,2,5,2,1,2,1,1,2,1,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,4,2,2,5,2,4,4,4,4,3,4,4,3,4,4,3,3,1,0,2,4,6,1,2,2,4,5,5,,2,1,FT. WAYNE,1,1,2,6,3,3,3,4,1,1,1,2,2,4,1,56,employer,family_veteran,OH,Ohio,0.1875,0.78125,0.5714285714285714,0.5357142857142857,$$,purple,Richard,Cameron,"Ft Wayne, Ohio",Y
3,3,2,2,2,2,2,2,2,2,2,2,2,4,4,2,2,2,1,1,1,2,1,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,1,1,2,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,5,7,4,7,4,1,5,1,1,1,1,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,5,4,1,5,1,1,5,2,1,1,2,2,4,3,3,3,4,0,1,6,1,2,,2,1,5,10,18,1,5,LAS VEGAS,1,1,2,6,7,4,1,1,1,9,2,2,3,1,1,38,employer,family_veteran,NV,Nevada,0.90625,0.140625,-0.5428571428571428,-0.8571428571428571,$$,purple,Stephanie,Palmer,"Las Vegas, Nevada",g
3,3,2,2,2,2,2,2,2,2,2,2,2,4,4,4,2,4,1,1,1,2,1,1,1,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1,2,2,2,1,1,1,2,2,2,2,2,2,2,1,4,6,5,3,8,7,1,5,1,1,2,2,,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,4,3,5,2,2,2,5,4,2,2,1,1,3,2,2,2,4,3,2,2,6,1,2,2,3,5,10,,1,1,"\""COLUMBUS",1,1,1,7,8,1,1,1,1,1,1,2,1,2,1,59,employer,family_veteran,OH,Ohio,0.7301587301587301,0.31746031746031744,-0.42857142857142855,-0.6071428571428571,$$,purple,Michael,Matthews,a suburb of Columbus,L
4,2,2,1,2,2,2,2,2,2,2,2,2,4,3,3,2,5,1,1,1,2,0,1,2,2,1,2,2,2,2,2,2,1,2,,,2,2,2,1,2,2,2,2,2,,,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,8,3,6,3,1,5,1,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,5,5,1,5,1,1,5,3,3,2,3,3,3,3,3,4,4,0,1,5,1,2,,2,2,5,8,23,2,1,PITTSBURGH,1,2,2,6,7,4,3,3,1,11,1,2,1,4,1,30,employer,family_veteran,PA,Pennsylvania,0.85,0.16666666666666666,-0.4,-0.7142857142857143,$$,purple,Madison,Lynch,"Pittsburgh, Pennsylvania",j
3,4,2,2,1,2,2,2,2,2,2,2,2,4,4,4,4,4,1,1,1,3,1,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,6,7,5,7,5,1,5,1,1,2,2,2,1,2,1,1,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,1,5,5,1,5,1,3,5,1,1,1,5,2,3,3,3,3,4,1,1,5,1,2,,2,1,5,7,20,2,1,KANSAS CITY,1,1,2,6,5,3,4,4,1,12,4,3,3,1,1,30,employer,no,MO,Missouri,0.890625,0.125,-0.6,-0.7857142857142857,$$,red,Amanda,Little,"Kansas City, Missouri",m
2,4,2,2,2,2,2,2,2,2,1,2,2,2,2,5,2,5,4,4,2,,0,1,2,2,2,1,1,1,1,2,2,2,1,1,2,1,1,2,2,1,1,2,1,1,1,2,2,1,1,1,1,2,1,1,1,1,2,1,1,2,1,2,8,8,8,8,8,8,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,2,1,2,2,2,2,2,2,2,1,2,5,4,2,3,1,3,3,3,3,3,2,2,3,3,3,3,3,2,1,2,2,2,1,,2,6,5,3,22,1,5,GRAND RAPIDS-KALMZOO-B.CRK,4,1,2,4,5,2,3,4,1,11,1,2,3,4,1,41,no,family_veteran,MI,Michigan,0.359375,0.5625,-0.02857142857142857,0.2857142857142857,$,blue,Johnny,Payne,"Grand Rapids, Michigan",I
2,3,2,2,2,2,1,2,2,2,2,2,2,2,5,5,5,5,4,4,2,,0,1,2,1,2,1,1,2,2,2,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,5,2,7,1,7,5,3,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,3,3,3,3,1,2,3,2,2,2,2,2,2,2,2,2,2,2,0,2,2,8,1,2,2,3,3,3,,2,5,SAN DIEGO,3,2,2,6,7,4,2,6,1,10,1,2,3,1,2,19,employer,family_veteran,CA,California,0.28125,0.578125,0,0.4642857142857143,$,blue,Daniel,Levy,"San Diego, California",W
3,3,2,2,2,2,2,2,2,2,2,2,2,4,3,2,3,2,1,1,1,2,0,1,1,1,1,2,2,2,2,2,2,1,2,2,1,2,2,1,2,1,1,1,1,2,1,1,2,1,2,1,1,2,1,2,1,2,2,2,2,2,2,2,4,7,7,3,6,8,1,5,1,1,2,2,2,1,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,4,4,2,2,2,2,4,3,2,2,2,3,4,3,2,3,3,3,1,3,1,2,,2,4,4,4,22,1,5,ALBUQUERQUE-SANTA FE,2,2,2,3,3,2,1,2,3,2,4,2,3,1,1,35,employer,no,NM,New Mexico,0.6875,0.359375,-0.02857142857142857,-0.7142857142857143,$,purple,Sharon,Cruz,"Albuquerque, New Mexico",q
1,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,1,1,1,1,0,1,1,2,1,2,1,2,2,2,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,1,2,1,1,2,1,2,1,1,1,2,1,1,2,2,2,5,4,5,1,6,6,2,5,2,2,1,2,2,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,4,3,2,4,1,5,5,3,4,3,2,2,2,2,2,3,3,1,0,2,3,1,2,,2,3,5,11,1,2,5,,2,1,2,3,6,2,2,6,1,1,1,2,3,3,1,32,employer,no,MA,Massachusetts,0.40625,0.5,0.2,-0.03571428571428571,$$,blue,Denise,Pugh,a town in Massachusetts,i
3,3,2,1,2,2,2,2,2,2,2,2,2,4,3,3,5,5,1,1,1,2,0,1,1,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,8,6,1,7,6,1,5,1,1,1,2,2,1,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,5,3,2,5,1,2,5,3,1,1,3,2,1,1,1,2,4,0,1,3,8,2,1,2,1,5,5,19,,5,TOLEDO,2,1,2,5,5,3,1,1,1,10,4,2,3,2,1,32,medicaid,no,OH,Ohio,0.859375,0.1875,-0.5428571428571428,-0.7142857142857143,$$,purple,Jessica,Waters,a suburb of Toledo,a
3,2,2,2,2,2,2,2,2,2,2,2,2,5,5,5,5,5,4,4,2,,0,1,1,2,2,1,1,2,1,2,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,8,8,8,8,8,8,3,,1,2,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,5,5,2,3,1,5,5,3,2,3,1,1,3,3,3,5,5,2,1,2,1,7,2,2,2,6,5,7,,2,6,WILKES BARRE-SCRANTON-HZTN,4,1,2,6,6,3,3,4,1,11,1,2,3,4,2,37,medicaid,no,PA,Pennsylvania,0.453125,0.5,-0.02857142857142857,0.42857142857142855,$$,purple,Jennifer,Mahoney,"Wilkes Barre, Pennsylvania",e
3,2,2,2,2,2,2,2,2,2,2,2,2,4,3,5,3,4,1,1,1,3,1,1,1,2,1,1,2,2,2,2,2,1,2,,,2,2,2,1,1,2,1,2,1,,,2,1,2,2,2,1,1,1,2,2,2,2,1,1,2,2,4,7,8,2,7,5,1,5,1,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,4,2,1,1,2,4,1,3,1,1,3,1,3,1,4,5,4,0,2,4,6,1,2,2,3,4,4,,1,1,TAMPA-ST. PETE (SARASOTA),1,1,2,6,6,4,3,3,1,1,1,2,2,2,1,65,employer,veteran,FL,Florida,0.7666666666666667,0.25,-0.5714285714285714,-0.35714285714285715,$,purple,James,Foster,a suburb of Tampa,A
2,3,2,1,2,2,2,2,2,2,2,2,2,1,3,3,4,3,2,3,1,1,0,1,2,1,1,2,1,2,2,2,1,2,1,1,1,1,2,1,2,1,1,2,1,2,1,2,1,2,1,1,2,2,2,2,2,2,2,2,1,1,1,2,6,2,4,2,4,2,2,1,2,1,2,1,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,1,2,5,1,1,5,1,5,5,1,3,3,3,1,2,2,3,3,3,1,3,2,2,6,2,1,2,4,5,8,19,2,2,CHICO-REDDING,2,1,2,6,7,3,2,6,1,1,1,2,2,2,1,52,employer,family_serving,CA,California,0.328125,0.5625,0.4,0.14285714285714285,$$,blue,Catherine,Valentine,a suburb of Chico,l
3,2,2,1,1,2,2,2,2,2,2,2,2,4,4,3,4,4,1,1,1,2,0,1,1,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,1,1,1,1,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,7,6,5,7,6,2,5,1,1,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,5,3,2,5,1,2,5,2,1,1,3,2,2,3,3,3,4,0,1,4,1,1,,2,1,5,8,14,1,5,CINCINNATI,1,2,2,6,7,4,1,1,1,11,1,2,2,2,1,38,employer,no,OH,Ohio,0.828125,0.1875,-0.42857142857142855,-0.7142857142857143,$$,purple,Dennis,Wyatt,a suburb of Cincinnati,F
3,1,2,2,2,2,2,2,2,2,1,2,2,4,3,3,3,3,1,1,1,2,0,1,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,1,2,2,1,2,1,2,1,1,1,1,2,2,1,1,1,1,2,1,2,1,1,2,1,2,3,6,7,2,6,6,2,5,1,1,1,2,1,1,1,1,2,1,1,1,2,2,1,2,2,2,2,2,2,2,1,2,2,5,5,2,5,2,1,4,3,1,1,3,2,4,5,5,3,4,1,1,4,1,2,,2,2,5,5,19,2,1,GRAND RAPIDS-KALMZOO-B.CRK,4,1,1,1,3,1,1,2,2,12,1,2,3,1,1,27,employer,no,MI,Michigan,0.546875,0.46875,0.08571428571428572,-0.2857142857142857,$$,blue,Melissa,Hail,"Grand Rapids, Michigan",m
1,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,1,1,1,2,1,1,2,1,2,1,2,1,1,1,1,2,1,1,2,1,1,1,2,1,2,1,2,1,2,1,1,2,1,1,1,2,1,2,2,1,1,1,1,2,1,1,2,2,7,7,7,1,7,4,2,5,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,5,1,1,3,3,5,5,3,3,2,2,3,3,1,2,3,3,1,1,2,3,7,2,1,2,5,5,6,22,2,5,GREENVLL-SPART-ASHEVLL-AND,2,2,1,3,2,1,2,7,1,1,1,2,3,3,1,25,medicaid,family_serving,SC,South Carolina,0.34375,0.578125,-0.11428571428571428,0.5,$$,red,Rachel,McCoy,"Greenvll, South Carolina",i
6,3,2,1,2,2,2,2,2,2,2,2,2,2,5,5,3,5,4,4,2,,0,1,1,2,1,1,1,1,1,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,2,1,1,2,2,8,8,8,8,8,8,3,,1,1,2,1,1,1,1,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,1,2,4,4,2,2,1,4,5,1,1,1,1,1,1,3,4,4,4,2,3,1,2,4,2,1,2,6,5,1,22,2,3,BOWLING GREEN,4,3,1,3,1,1,5,4,1,12,1,2,3,4,2,59,medicaid,no,KY,Kentucky,0.453125,0.59375,-0.08571428571428572,0.07142857142857142,$,red,Virginia,Morse,"Bowling Green, Kentucky",c
2,2,2,1,2,2,2,2,2,2,1,2,2,4,3,2,2,2,1,1,1,3,1,1,1,2,1,2,1,2,2,2,2,1,2,2,2,2,2,1,2,1,2,1,1,2,1,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,3,3,7,2,7,6,1,5,1,1,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,5,5,1,4,1,1,5,2,2,1,2,2,1,1,3,2,4,1,2,6,1,2,,2,2,5,8,16,2,1,DENVER,2,2,2,6,7,4,1,2,1,10,1,2,2,2,1,40,employer,no,CO,Colorado,0.828125,0.25,-0.2857142857142857,-0.7857142857142857,$$,purple,Denise,Jacobs,a suburb of Denver,h
2,3,2,2,2,2,2,2,2,2,2,2,2,4,4,5,4,4,1,1,1,2,0,1,1,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,1,1,1,2,2,2,2,2,5,7,4,7,6,1,5,1,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,4,3,2,4,2,3,4,3,3,3,3,2,2,3,3,3,4,0,2,5,1,1,,2,2,5,4,11,2,5,CHICAGO,2,1,2,5,6,4,1,2,1,11,1,2,3,2,1,28,medicare,no,IL,Illinois,0.703125,0.25,-0.4,-0.7142857142857143,$,blue,Keith,Fitzpatrick,a suburb of Chicago,S
